站名,平均氣溫,絕對最高氣溫,絕對最低氣溫,總日照時數h,總日射量MJ/ m2,Year,Month,行政區
種苗繁殖,*22.0,*30.3,14.3,*250.7,*497.9,2019,4,台中市
農業試驗所,22.85,32.6,16.8,,468.5,2019,4,台中市
臺中農改,22.65,32.9,16.2,218.65,517.6,2019,4,彰化縣
凍頂茶改,*22.3,*30.4,15.5,*236.2,*412.9,2019,4,南投縣
臺大溪頭,17.8,27.3,12.5,194,340.6,2019,4,南投縣
魚池茶改,,,14.6,,,2019,4,南投縣
雲林分場,*24.4,*33.7,16.6,*233.5,*464.0,2019,4,雲林縣
嘉義農試,*23.8,*33.5,16.2,*241.5,*445.9,2019,4,嘉義縣
義竹分場,*24.5,*33.5,16.1,*272.9,*538.8,2019,4,嘉義縣
畜試所,*24.7,*33.8,17,*239.9,*480.8,2019,4,臺南市
臺南農改,*25.0,*33.3,17,*223.3,*438.1,2019,4,臺南市
旗南農改,*25.5,*33.6,17.5,*256.0,*506.2,2019,4,屏東縣
鳳山農試,*26.1,*34.2,19,*276.4,*576.6,2019,4,高雄市
恆春畜試,*26.2,*33.2,20.6,*267.0,*567.3,2019,4,屏東縣
高雄農改,*26.3,*34.6,18.9,*274.7,594.3,2019,4,屏東縣
蘭陽分場,23.2,31.4,14.7,233,450.1,2019,4,宜蘭縣
花蓮農改,21.2,31.8,16.2,*169.7,*305.6,2019,4,花蓮縣
斑鳩分場,*23.6,*35.7,16.8,*163.2,*270.1,2019,4,台東縣
臺東茶改,*23.8,*36.6,16.2,*211.6,*366.7,2019,4,台東縣
賓朗果園,*22.5,*35.7,16.3,*198.5,*320.9,2019,4,屏東縣
文山茶改,*20.9,*30.2,13.8,*200.4,*324.5,2019,5,台北市
桃園農改,23.7,31.2,17.2,244.4,417.3,2019,5,桃園市
茶改場,23,33.2,15.9,229,380.6,2019,5,桃園市
農工中心,23.7,32.7,16.3,233.6,381.1,2019,5,桃園市
五峰站,*19.2,*30.4,13.8,*179.5,*241.6,2019,5,新竹縣
大湖分場,*22.6,*31.9,16.2,*221.9,*349.0,2019,5,苗栗縣
新竹畜試,23.4,31.3,16.8,247.2,422.3,2019,5,新竹縣
苗栗農改,23.7,32.5,16.7,239.5,394.3,2019,5,苗栗縣
種苗繁殖,*22.8,*30.1,16.5,*210.5,*357.3,2019,5,台中市
農業試驗所,24.9,32.6,19,262.2,457,2019,5,台中市
臺中農改,25.1,32.4,18.4,263.2,437.8,2019,5,彰化縣
凍頂茶改,*22.9,*30.5,17.9,*218.1,*334.4,2019,5,南投縣
臺大溪頭,18.7,25.2,13.5,163.9,220.1,2019,5,南投縣
魚池茶改,*20.2,*28.2,15.3,*196.0,*277.8,2019,5,南投縣
雲林分場,25.3,34.4,18.9,277.3,454.9,2019,5,雲林縣
嘉義農試,*24.7,*34.4,18.4,*252.0,*391.0,2019,5,嘉義縣
義竹分場,25.4,33.2,18.8,285.1,486.2,2019,5,嘉義縣
畜試所,,,19,,,2019,5,臺南市
臺南農改,25.6,34.8,19.1,278.4,437.7,2019,5,臺南市
旗南農改,*26.0,*34.7,20.4,*259.2,*420.3,2019,5,屏東縣
鳳山農試,26.5,34.1,20.9,269.2,458.3,2019,5,高雄市
恆春畜試,*26.1,*33.1,19.9,*258.0,*472.1,2019,5,屏東縣
高雄農改,,,20.8,,,2019,5,屏東縣
蘭陽分場,23.2,32.7,17,198.3,302.2,2019,5,宜蘭縣
花蓮農改,23.5,31.7,18.1,194.3,304.4,2019,5,花蓮縣
斑鳩分場,23.4,32.6,17.6,199.4,289.1,2019,5,台東縣
臺東茶改,23.6,33.1,17.7,220,335.2,2019,5,台東縣
賓朗果園,22.6,31.2,17.1,200,283.5,2019,5,屏東縣
茶改場,26.7,34.7,20.5,273.4,526,2019,6,桃園市
桃園農改,,,21,,,2019,6,桃園市
五峰站,*22.2,*31.2,16.4,*240.0,*399.5,2019,6,新竹縣
苗栗農改,27.7,35.5,20.7,275.7,505.7,2019,6,苗栗縣
台中農改,28.1,35.1,22.6,277.9,511.2,2019,6,台中市
臺大溪頭,*20.4,*27.1,15.5,*198.8,*297.5,2019,6,南投縣
雲林分場,*27.9,*36.7,22.5,*272.2,*512.3,2019,6,雲林縣
義竹分場,*28.3,*35.4,22.7,*272.3,*511.4,2019,6,嘉義縣
畜試所,28,36,23.4,287.3,516.2,2019,6,臺南市
高雄農改,28.4,36.4,23.3,301.9,706.2,2019,6,屏東縣
恆春畜試,*28.5,*34.9,24.2,*288.6,*560.7,2019,6,屏東縣
蘭陽分場,*26.9,*34.4,19.5,*257.3,*449.3,2019,6,宜蘭縣
花蓮農改,26.8,33.8,19.8,246.4,420.1,2019,6,花蓮縣
斑鳩分場,26.5,36,20.7,241.9,384.6,2019,6,台東縣
賓朗果園,25.5,35.1,19.7,244.1,387.4,2019,6,屏東縣
臺東茶改,*26.7,*35.9,20.6,*239.3,*423.4,2019,6,台東縣
臺南農改,28.2,36.2,23.7,289.4,524.6,2019,6,臺南市
旗南分場,*27.9,*35.5,23.1,*268.7,*502.3,2019,6,屏東縣
新竹畜試,*26.9,*33.7,20.3,*261.3,*498.8,2019,6,新竹縣
農工中心,27.3,34.6,20.7,262.7,484.1,2019,6,桃園市
文山茶改,*24.9,*33.3,19.2,*237.6,*420.5,2019,6,台北市
大湖分場,26,34.4,19.7,265,495.3,2019,6,苗栗縣
種苗繁殖,25.4,32.8,19.6,264.3,479.9,2019,6,台中市
凍頂茶改,25.1,33.2,20.7,256.1,458.2,2019,6,南投縣
魚池茶改,22.1,29.6,16.9,243.8,413.2,2019,6,南投縣
臺大竹山,*26.8,*35.3,21.9,*233.0,*428.2,2019,6,南投縣
嘉義農試,27.6,35.3,22.2,278.9,501.2,2019,6,嘉義縣
鳳山農試,28.5,35,23.2,279.6,533.1,2019,6,高雄市
農業試驗所,27.6,35.8,22,275.9,536.4,2019,6,台中市
茶改場,28.7,35.8,22.4,325,688.4,2019,7,桃園市
桃園農改,,,24,,,2019,7,桃園市
五峰站,*23.4,*35.5,18.6,*257.0,*474.1,2019,7,新竹縣
苗栗農改,29.1,38.1,22.7,315.1,624.6,2019,7,苗栗縣
台中農改,29.2,36.6,23.8,314.3,586.2,2019,7,台中市
臺大溪頭,20.55,28.6,16.3,146.85,384.5,2019,7,南投縣
雲林分場,*28.6,*36.7,23.4,*294.3,*570.8,2019,7,雲林縣
義竹分場,*28.4,*34.5,23.7,*277.1,*505.8,2019,7,嘉義縣
畜試所,*27.7,*35.1,23.5,*237.0,*421.1,2019,7,臺南市
高雄農改,28.15,36.5,23.4,*274.5,*614.2,2019,7,屏東縣
恆春畜試,*28.7,*33.6,24.1,*277.2,*534.5,2019,7,屏東縣
蘭陽分場,29.1,36.2,24.2,313.5,645.1,2019,7,宜蘭縣
花蓮農改,28.4,34.6,22.9,297.7,592.9,2019,7,花蓮縣
斑鳩分場,27.9,37.2,23,302.1,578.7,2019,7,台東縣
賓朗果園,*26.5,*34.7,21.7,*268.9,*499.8,2019,7,屏東縣
臺東茶改,*28.2,*38.8,22.3,*304.9,*628.0,2019,7,台東縣
臺南農改,27.9,36.6,23.7,283.3,513.5,2019,7,臺南市
旗南分場,*27.6,*35.5,23.1,*242.6,*461.0,2019,7,屏東縣
新竹畜試,*28.5,*38.3,22.5,*313.0,*615.9,2019,7,新竹縣
農工中心,*29.4,*35.9,22,*297.4,*576.5,2019,7,桃園市
文山茶改,26.4,33.6,21.6,289.8,582.4,2019,7,台北市
大湖分場,*27.1,*37.9,21.3,*257.6,*497.8,2019,7,苗栗縣
種苗繁殖,*26.2,*32.8,20.9,*228.3,*414.9,2019,7,台中市
凍頂茶改,*26.1,*33.8,21.3,*283.2,*528.1,2019,7,南投縣
魚池茶改,23,34.1,18.4,280.4,470.4,2019,7,南投縣
臺大竹山,*27.8,*36.1,23,*264.5,*505.2,2019,7,南投縣
嘉義農試,*27.9,*35.1,21.9,*284.3,*522.0,2019,7,嘉義縣
鳳山農試,28.1,34.8,22.7,266.7,496.2,2019,7,高雄市
農業試驗所,29,36,23.8,,582.75,2019,7,台中市
茶改場,,,22.4,,,2019,8,桃園市
桃園農改,*28.7,*36.0,23.9,*285.8,,2019,8,桃園市
五峰站,23,31.7,18.6,248.3,428.7,2019,8,新竹縣
苗栗農改,,,22.7,,,2019,8,苗栗縣
台中農改,28.6,35.2,23.5,279.1,475.1,2019,8,台中市
臺大溪頭,20.8,28.7,16.9,175.2,259.5,2019,8,南投縣
雲林分場,*27.9,*35.9,22.5,*244.8,*430.4,2019,8,雲林縣
義竹分場,28,33.8,23.6,263.5,454.9,2019,8,嘉義縣
畜試所,,,22.8,,,2019,8,臺南市
高雄農改,27.4,35.3,22.9,247,519.4,2019,8,屏東縣
恆春畜試,*27.9,*33.5,23.4,*235.8,*429.4,2019,8,屏東縣
蘭陽分場,28.3,36.7,23.6,290,568,2019,8,宜蘭縣
花蓮農改,27.9,34.1,22.9,238.75,546.95,2019,8,花蓮縣
斑鳩分場,*26.9,*36.1,21.9,*226.2,*404.0,2019,8,台東縣
賓朗果園,26.1,35.8,20.8,260.6,467.5,2019,8,屏東縣
臺東茶改,27.5,38.1,22.2,269.3,525.1,2019,8,台東縣
臺南農改,*27.5,*35.5,23,*240.0,*410.4,2019,8,臺南市
旗南分場,*27.1,*34.5,22.3,*219.6,*384.0,2019,8,屏東縣
新竹畜試,*27.6,*33.8,22.7,*271.3,*481.6,2019,8,新竹縣
農工中心,*28.7,*34.7,23.3,*241.6,*470.5,2019,8,桃園市
文山茶改,*26.4,*35.1,21.1,*257.3,*501.7,2019,8,台北市
大湖分場,*26.0,*34.5,20.6,*255.9,*451.8,2019,8,苗栗縣
種苗繁殖,*25.3,*33.8,20.7,*248.7,*421.0,2019,8,台中市
凍頂茶改,*25.6,*33.7,20.9,*218.0,*387.5,2019,8,南投縣
魚池茶改,*22.7,*31.5,18.3,*232.6,*375.9,2019,8,南投縣
臺大竹山,*27.1,*34.9,22.5,*229.0,*407.5,2019,8,南投縣
嘉義農試,27.2,35.6,22.5,247.6,418.9,2019,8,嘉義縣
鳳山農試,*27.9,*34.8,23.5,*223.6,*396.2,2019,8,高雄市
農業試驗所,28.1,36,23.8,277.1,505.4,2019,8,台中市
文山茶改,*23.4,*31.4,17.5,*195.3,*355.5,2019,9,台北市
桃園農改,,,19,,,2019,9,桃園市
茶改場,,,18.6,,,2019,9,桃園市
農工中心,*26.0,*35.2,18.7,*218.9,*423.9,2019,9,桃園市
五峰站,*20.3,*30.1,13.7,*201.6,*353.4,2019,9,新竹縣
大湖分場,*24.9,*34.3,17.5,*257.9,*510.0,2019,9,苗栗縣
新竹畜試,*25.7,*34.3,18.2,*273.5,*529.5,2019,9,新竹縣
苗栗農改,26.6,35.55,18.6,223.45,*495.5,2019,9,苗栗縣
種苗繁殖,*24.2,*31.9,17.4,*265.8,*488.1,2019,9,台中市
農業試驗所,*27.2,*34.6,20.8,,*586.0,2019,9,台中市
臺中農改,27.5,35.2,21.1,279.5,571,2019,9,彰化縣
凍頂茶改,24.7,32.2,19.3,255.3,480.6,2019,9,南投縣
臺大溪頭,19.85,27.2,14.4,134.65,*279.3,2019,9,南投縣
魚池茶改,22,29.1,15.9,250.7,417,2019,9,南投縣
雲林分場,*27.2,*36.1,20.4,*257.3,*516.1,2019,9,雲林縣
嘉義農試,26.5,34.7,20,272.3,498.4,2019,9,嘉義縣
義竹分場,*27.3,*33.8,20.5,*278.8,*530.5,2019,9,嘉義縣
畜試所,,,20.6,,,2019,9,臺南市
臺南農改,*26.9,*34.4,20.4,*258.5,*481.9,2019,9,臺南市
旗南農改,*27.3,*34.9,21.3,*260.6,*504.2,2019,9,屏東縣
鳳山農試,27.7,33.8,22.4,281.3,513.7,2019,9,高雄市
恆春畜試,27.2,33.7,21.6,257.4,478.7,2019,9,屏東縣
高雄農改,27.55,35,22.6,*261.3,604.4,2019,9,屏東縣
蘭陽分場,26,33.9,21.1,219.5,407.1,2019,9,宜蘭縣
花蓮農改,26.7,33.65,19.7,218.45,467.05,2019,9,花蓮縣
斑鳩分場,*25.4,*32.4,19.6,*218.4,*388.9,2019,9,台東縣
臺東茶改,*25.9,*34.4,19.7,*219.8,*424.3,2019,9,台東縣
賓朗果園,*24.7,*32.1,19.2,*220.1,*397.8,2019,9,屏東縣
茶改場,23.3,32.5,18,264.7,521,2019,10,桃園市
桃園農改,24.3,34.8,19.1,274.5,560.6,2019,10,桃園市
五峰站,18.7,29.1,13.1,213.4,400.3,2019,10,新竹縣
苗栗農改,23.8,34.7,16.3,278.1,553,2019,10,苗栗縣
台中農改,25.4,34.6,18.9,291.5,568.5,2019,10,台中市
臺大溪頭,18,25.4,12.7,160.4,226.1,2019,10,南投縣
雲林分場,*25.3,*35.4,17.9,*279.8,*534.7,2019,10,雲林縣
義竹分場,25.6,33.9,18.9,294.1,548.4,2019,10,嘉義縣
畜試所,,,19.1,,,2019,10,臺南市
高雄農改,26.3,34.1,21.4,267.7,628.7,2019,10,屏東縣
恆春畜試,26.3,33.3,21.1,270.1,557,2019,10,屏東縣
蘭陽分場,23.7,34.3,18,199.8,364.4,2019,10,宜蘭縣
花蓮農改,24,32.4,18.1,213,335.7,2019,10,花蓮縣
斑鳩分場,23.5,33.4,17.1,226.5,395,2019,10,台東縣
賓朗果園,22.7,32.8,16.7,225.1,404,2019,10,屏東縣
臺東茶改,23.8,34.5,17.9,242.6,460.6,2019,10,台東縣
臺南農改,25.5,33.8,18.7,279.1,500.2,2019,10,臺南市
旗南分場,*26.0,*33.3,20.2,*250.4,*480.4,2019,10,屏東縣
新竹畜試,23.6,32.8,16,282.1,576.3,2019,10,新竹縣
農工中心,23.9,33,19.1,255.9,461.7,2019,10,桃園市
文山茶改,21.1,31.6,16.6,201.9,383.8,2019,10,台北市
大湖分場,*22.8,*34.4,15.5,*256.9,*496.1,2019,10,苗栗縣
種苗繁殖,*22.5,*31.7,16,*272.1,*512.1,2019,10,台中市
凍頂茶改,*23.2,*31.8,17.6,*253.3,*443.0,2019,10,南投縣
魚池茶改,20.8,28.6,15.6,267.8,439.6,2019,10,南投縣
臺大竹山,*24.9,*32.9,19.2,*218.5,*385.6,2019,10,南投縣
嘉義農試,24.8,34.7,18,277.4,488.8,2019,10,嘉義縣
鳳山農試,26.6,33.5,21.5,272.7,498.2,2019,10,高雄市
農業試驗所,25.15,34.3,18.9,,522.55,2019,10,台中市
茶改場,20,28.5,13.9,221.7,403.9,2019,11,桃園市
桃園農改,20.9,29.3,14.9,232.7,412.9,2019,11,桃園市
五峰站,16.1,25.3,8.7,199.6,400.7,2019,11,新竹縣
苗栗農改,20.5,29.7,12.7,250.8,440.2,2019,11,苗栗縣
台中農改,*22.3,*30.5,15.5,*254.1,*459.7,2019,11,台中市
臺大溪頭,15.7,24.6,9.6,176.2,257.1,2019,11,南投縣
雲林分場,22.2,31.8,14.6,258.6,448.6,2019,11,雲林縣
義竹分場,22.1,31.1,13.9,259.3,459.3,2019,11,嘉義縣
畜試所,*22.4,*31.4,14.4,*242.1,*417.6,2019,11,臺南市
高雄農改,23.7,32.2,16.2,262.2,569.7,2019,11,屏東縣
恆春畜試,24.6,31.6,19.2,251.1,437.3,2019,11,屏東縣
蘭陽分場,20.4,28.9,14.9,139.1,215.5,2019,11,宜蘭縣
花蓮農改,*21.6,*28.5,14,*179.9,*261.7,2019,11,花蓮縣
斑鳩分場,*21.7,*30.0,14.2,*211.2,*362.6,2019,11,台東縣
賓朗果園,20.9,29,13.3,218.9,392.3,2019,11,屏東縣
臺東茶改,21.6,31.1,12.8,230.2,396.3,2019,11,台東縣
臺南農改,22.4,31.4,14,257.7,443.4,2019,11,臺南市
旗南分場,*23.0,*31.7,14.5,*245.8,*448.8,2019,11,屏東縣
新竹畜試,20.5,29.1,12.5,249.9,444.9,2019,11,新竹縣
農工中心,20.6,28.2,14.6,196.3,346.7,2019,11,桃園市
文山茶改,18.1,26.5,12.5,147.6,236.8,2019,11,台北市
大湖分場,19.5,29.2,11.5,258.7,470.9,2019,11,苗栗縣
種苗繁殖,19.3,28.9,12.1,266.2,486.2,2019,11,台中市
凍頂茶改,*20.5,*28.8,14.3,*242.9,*388.1,2019,11,南投縣
魚池茶改,18.8,27.7,12.1,260.6,479.8,2019,11,南投縣
臺大竹山,*22.0,*30.9,15.8,*228.2,*386.5,2019,11,南投縣
嘉義農試,21.8,31.4,14.3,257.5,435.9,2019,11,嘉義縣
鳳山農試,23.7,31.9,16.7,258.5,441.7,2019,11,高雄市
農業試驗所,22.4,31.2,15,264.3,506.9,2019,11,台中市
文山茶改,15.6,25.8,9.2,139.9,209.8,2019,12,台北市
桃園農改,*17.5,*27.1,11.5,*162.6,*264.4,2019,12,桃園市
茶改場,*16.8,*26.8,10.1,*166.3,*282.1,2019,12,桃園市
農工中心,*17.4,*27.1,11.2,*146.1,*229.1,2019,12,桃園市
五峰站,*13.2,*23.2,4.8,*153.0,*284.2,2019,12,新竹縣
大湖分場,*16.3,*27.5,7.6,*198.6,*335.1,2019,12,苗栗縣
新竹畜試,*17.0,*27.9,8.2,*185.8,*292.4,2019,12,新竹縣
苗栗農改,*17.2,*28.5,8.8,*188.6,*307.6,2019,12,苗栗縣
種苗繁殖,*15.9,*26.0,7.1,*205.1,*362.7,2019,12,台中市
農業試驗所,19.95,31.25,10.7,173.25,283.4,2019,12,台中市
臺中農改,*18.8,*28.9,10.7,*224.8,*385.9,2019,12,彰化縣
凍頂茶改,*17.0,*27.0,9.7,*202.9,*311.4,2019,12,南投縣
臺大溪頭,14.8,24.3,6.9,175.4,287.55,2019,12,南投縣
魚池茶改,*15.6,*25.2,9,*218.9,*381.5,2019,12,南投縣
雲林分場,*18.7,*30.1,9.5,*210.7,*351.8,2019,12,雲林縣
嘉義農試,18.3,29.3,10,219.8,369.4,2019,12,嘉義縣
義竹分場,18.5,28.9,9.7,230.3,378,2019,12,嘉義縣
畜試所,*18.9,*29.0,10.4,*209.5,*342.6,2019,12,臺南市
臺南農改,*18.6,*29.4,10,*153.1,*255.0,2019,12,臺南市
旗南農改,19.7,29.5,11,240,403.7,2019,12,屏東縣
鳳山農試,20.5,30.1,11.9,245.2,390.6,2019,12,高雄市
恆春畜試,*22.3,*29.4,17.6,*222.2,*376.9,2019,12,屏東縣
高雄農改,*20.4,*30.3,12,*237.0,*482.5,2019,12,屏東縣
蘭陽分場,*18.0,*27.4,12.7,*133.1,*198.9,2019,12,宜蘭縣
花蓮農改,*19.1,*27.1,10.8,*165.8,*243.9,2019,12,花蓮縣
斑鳩分場,*19.0,*28.1,10.7,*172.5,*249.3,2019,12,台東縣
臺東茶改,*19.0,*29.7,8.8,*184.9,*275.6,2019,12,台東縣
賓朗果園,*18.3,*26.8,11.3,*171.2,*262.4,2019,12,屏東縣
茶改北部分場,14.4,24.9,3.8,156.7,273.2,2020,1,新北市
桃園農改,16.1,27.1,6.5,196.5,329.3,2020,1,桃園市
茶改場,15.4,27,3.9,178.8,320.5,2020,1,桃園市
農工中心,*16.2,*26.7,7.5,*171.1,*290.3,2020,1,桃園市
桃改五峰分場,12,21.9,0,174.4,312.4,2020,1,新竹縣
畜試北區分所,15.8,27.4,6.5,224.4,358.8,2020,1,苗栗縣
苗改生物防治研究中心,15,27.3,1.8,235.5,405.3,2020,1,苗栗縣
苗栗農改,15.9,28.3,5.6,217.2,355.7,2020,1,苗栗縣
種苗繁殖,14.55,27.5,-0.5,250.95,440.6,2020,1,台中市
農業試驗所,17.5,29.4,4.4,260.4,481.8,2020,1,台中市
臺中農改,17.4,28.2,8.2,259.1,459.3,2020,1,彰化縣
臺大溪頭,11.8,20.8,0.8,183.5,292.7,2020,1,南投縣
茶改中部分場,14.6,24.5,3,248.3,468.6,2020,1,南投縣
茶改南部分場,16,26.6,3.8,238.1,382.4,2020,1,南投縣
南改斗南分場,17.6,30,4.2,257.6,452.6,2020,1,雲林縣
農試嘉義分所,17.2,29.4,3.8,255.2,460.3,2020,1,嘉義市
南改義竹分場,17.5,29,6.7,263.1,475.9,2020,1,嘉義縣
畜試所,17.9,29.2,5.3,253.5,469,2020,1,臺南市
臺南農改,*17.9,*29.5,4.4,*252.2,*462.7,2020,1,臺南市
農試鳳山分所,19.6,29.5,9.4,260.5,461.3,2020,1,高雄市
高改旗南分場,18.9,29.5,6.2,262.1,455.7,2020,1,高雄市
畜試南區分所,21.9,29.2,15.1,247,424.6,2020,1,屏東縣
高雄農改,19.6,31,7,274.7,598.8,2020,1,屏東縣
花改蘭陽分場,17.6,26.8,7.1,185.5,281.6,2020,1,宜蘭縣
花蓮農改,18.4,27.6,8.7,151.1,243.8,2020,1,花蓮縣
東改班鳩分場,18.2,26.9,9.7,175.1,263.8,2020,1,臺東縣
東改賓朗果園,17.4,26.4,8.9,176.5,278.8,2020,1,臺東縣
茶改東部分場,18.4,28.5,10.1,203.8,318.6,2020,1,臺東縣
茶改北部分場,*15.2,*26.7,5.6,*118.4,*207.6,2020,2,新北市
桃園農改,*16.8,*29.0,8.1,*163.4,*316.6,2020,2,桃園市
茶改場,*16.2,*28.1,7.4,*149.6,*288.0,2020,2,桃園市
農工中心,*16.9,*27.5,8.4,*155.5,*297.0,2020,2,桃園市
桃改五峰分場,*12.7,*23.7,1.7,*132.6,*279.7,2020,2,新竹縣
畜試北區分所,*16.2,*28.4,3.7,*164.3,*310.8,2020,2,苗栗縣
苗改生物防治研究中心,*15.5,*29.2,2.7,*169.4,*332.8,2020,2,苗栗縣
苗栗農改,,,4.2,,,2020,2,苗栗縣
種苗繁殖,*15.5,*27.0,3,*179.5,*371.2,2020,2,台中市
農業試驗所,19.5,30.1,7,159.7,311.95,2020,2,台中市
臺中農改,*18.2,*29.3,7.2,*182.4,*359.4,2020,2,彰化縣
臺大溪頭,13.55,22.55,2.4,170.6,322.35,2020,2,南投縣
茶改中部分場,*15.2,*25.7,5.7,*183.7,*369.6,2020,2,南投縣
茶改南部分場,*16.6,*28.0,6.6,*170.8,*307.9,2020,2,南投縣
南改斗南分場,*18.3,*32.0,5.5,*187.3,*355.1,2020,2,雲林縣
農試嘉義分所,*18.0,*30.5,6.3,*177.7,*343.0,2020,2,嘉義市
南改義竹分場,*18.4,*29.6,6.8,*193.3,*371.1,2020,2,嘉義縣
畜試所,19.95,30.55,7.4,245.7,488.9,2020,2,臺南市
臺南農改,*18.7,*31.0,6.9,*189.4,*378.2,2020,2,臺南市
農試鳳山分所,*20.5,*30.5,10.4,*193.4,*367.3,2020,2,高雄市
高改旗南分場,*19.7,*31.3,7.6,*186.8,*367.0,2020,2,高雄市
畜試南區分所,*21.7,*28.5,14.9,*173.5,*315.1,2020,2,屏東縣
高雄農改,21.7,32.35,9.1,255.55,624.95,2020,2,屏東縣
花改蘭陽分場,*17.7,*28.4,8.1,*123.2,*191.8,2020,2,宜蘭縣
花蓮農改,,,10.6,,,2020,2,花蓮縣
東改班鳩分場,,,8.2,,,2020,2,臺東縣
東改賓朗果園,*17.3,*27.4,7.4,*127.8,*211.9,2020,2,臺東縣
茶改東部分場,*18.5,*29.8,8.2,*146.0,*250.3,2020,2,臺東縣
茶改北部分場,17.2,29.8,10.4,186.5,334.2,2020,3,新北市
桃園農改,19.2,29.7,11.5,216.8,371.1,2020,3,桃園市
茶改場,18.5,31.4,10.7,199.1,358.1,2020,3,桃園市
農工中心,19,31.1,12.2,196,331.7,2020,3,桃園市
桃改五峰分場,15.2,26.2,7.3,193.9,356.9,2020,3,新竹縣
畜試北區分所,19.2,31,9.7,242.8,430.6,2020,3,苗栗縣
苗改生物防治研究中心,18.9,32.3,9.3,244.9,*413.2,2020,3,苗栗縣
苗栗農改,18.9,32.25,10.4,214.4,390.1,2020,3,苗栗縣
種苗繁殖,19,30.1,9.6,266,485,2020,3,台中市
農業試驗所,21.8,32,12.4,267.9,534.8,2020,3,台中市
臺中農改,21.5,32.6,13.7,270.5,*512.0,2020,3,彰化縣
臺大溪頭,15.5,26.7,7.1,174.1,295.6,2020,3,南投縣
茶改中部分場,17.8,27.7,9.5,251.5,453.7,2020,3,南投縣
茶改南部分場,19.7,31.1,11.9,239,419.2,2020,3,南投縣
南改斗南分場,21.8,34.4,12.2,276.1,516.6,2020,3,雲林縣
農試嘉義分所,21.4,32.7,13,273.9,510.4,2020,3,嘉義市
南改義竹分場,21.8,32.6,14.1,286.8,566.9,2020,3,嘉義縣
畜試所,21.65,32.7,14.9,266.6,531.1,2020,3,臺南市
臺南農改,22.1,33.7,14.3,286.9,570.3,2020,3,臺南市
農試鳳山分所,23.7,33,16.1,280.4,561.1,2020,3,高雄市
高改旗南分場,23,32.8,14,278.4,541.5,2020,3,高雄市
畜試南區分所,23.8,31.6,17,286.6,577,2020,3,屏東縣
高雄農改,23.8,34.2,15.4,284.6,704.3,2020,3,屏東縣
花改蘭陽分場,19.9,29.9,12.7,202,348.7,2020,3,宜蘭縣
花蓮農改,20.4,29.5,12.6,186.4,298.2,2020,3,花蓮縣
東改班鳩分場,20.6,31.2,12.8,197.4,302.4,2020,3,臺東縣
東改賓朗果園,19.9,30.2,12.7,205,325.7,2020,3,臺東縣
茶改東部分場,20.9,31.8,13.1,216.4,340.7,2020,3,臺東縣
茶改北部分場,17.2,28.6,9.2,163,304.5,2020,4,新北市
桃園農改,19.8,29.6,8.7,233.1,422.3,2020,4,桃園市
茶改場,18.8,29.4,8.1,196.9,369.8,2020,4,桃園市
農工中心,19.5,28.8,10.7,191.8,360.9,2020,4,桃園市
桃改五峰分場,15.3,26.2,2.8,203,345.1,2020,4,新竹縣
畜試北區分所,19.3,29.1,6.8,248.6,457.2,2020,4,苗栗縣
苗改生物防治研究中心,*18.7,*31.2,5,*240.9,*428.8,2020,4,苗栗縣
苗栗農改,19.6,30.8,6.8,242.4,446.2,2020,4,苗栗縣
種苗繁殖,19.1,29.7,5.8,253.4,488.1,2020,4,台中市
農業試驗所,21.7,32.4,8.8,209.6,433,2020,4,台中市
臺中農改,21.5,33.9,13.9,274.4,536.6,2020,4,彰化縣
臺大溪頭,15.6,26.3,7.1,177.5,299.4,2020,4,南投縣
茶改中部分場,17.8,27.2,7.5,243.8,438.9,2020,4,南投縣
茶改南部分場,19.9,31.1,10.3,232.3,419.1,2020,4,南投縣
南改斗南分場,21.7,34.6,10.6,277.6,544.7,2020,4,雲林縣
農試嘉義分所,21.5,33.8,9.8,271.5,534.8,2020,4,嘉義市
南改義竹分場,21.9,32.9,11.6,287.8,594.7,2020,4,嘉義縣
畜試所,*22.6,*33.8,12.1,*255.3,*521.4,2020,4,臺南市
臺南農改,22.4,33.1,12.2,285.4,586.9,2020,4,臺南市
農試鳳山分所,24,33.3,15.4,277,570.2,2020,4,高雄市
高改旗南分場,23.3,34.7,12.9,274.8,546.8,2020,4,高雄市
畜試南區分所,24.5,32.6,17.3,290.2,596.4,2020,4,屏東縣
高雄農改,24.2,35.4,14.2,292.5,729.8,2020,4,屏東縣
花改蘭陽分場,19.7,30.4,8.9,178.7,307.4,2020,4,宜蘭縣
花蓮農改,20.5,30.9,11.9,157.8,256.1,2020,4,花蓮縣
東改班鳩分場,20.6,31.7,14.2,178.9,252.6,2020,4,臺東縣
東改賓朗果園,19.8,30.5,13.4,176,265.2,2020,4,臺東縣
茶改東部分場,20.8,31.9,14.3,194.4,296,2020,4,臺東縣
茶改北部分場,23.4,32.2,18.2,224.4,417,2020,5,新北市
桃園農改,25.7,32.3,18.5,272.8,532.2,2020,5,桃園市
茶改場,25,33.3,18.9,252.5,494.5,2020,5,桃園市
農工中心,25.5,32.5,-39.9,254.4,472.9,2020,5,桃園市
桃改五峰分場,21,30.8,16.6,243.5,412.8,2020,5,新竹縣
畜試北區分所,25.7,34.1,18.2,279.6,547,2020,5,苗栗縣
