Num,Sex,Age,Job,Salery,Merry,Place,Transportation,drinks,price,delivery habits
333,Man,40,staff,70000,TRUE,Datong,Scooter,Tenren's Tea,55,No
347,Man,40,Freelance,34000,TRUE,Wenshan,MRT,Ching-Shin Fu-Chuan,55,No
356,women,40,staff,75500,TRUE,Wanhua,MRT,CoCo,45,No
454,women,40,sales,53000,FALSE,Beitou,MRT,Ching-Shin Fu-Chuan,35,No
473,women,40,sales,78500,FALSE,Zhongshan,Scooter,50 Arashi,70,No
518,Man,40,financial,46500,FALSE,Neihu,MRT,Chunshuitang,35,Yes
529,women,40,staff,52500,TRUE,Zhongshan,MRT,50 Arashi,55,No
547,Man,40,financial,33500,FALSE,Wanhua,Bus,Guiji,40,Yes
586,Man,40,Worker,41500,FALSE,Xinyi,Scooter,CoCo,55,No
616,Man,40,staff,41500,FALSE,Zhongzheng,MRT,OtherTeaShop,50,No
666,Man,40,staff,42000,TRUE,Beitou,Bus,CoCo,35,Yes
683,Man,40,staff,63500,FALSE,Shilin,Bus,Tenren's Tea,50,No
712,women,40,teacher,71000,FALSE,Neihu,Scooter,TRUEDAN,50,Yes
744,Man,40,staff,58500,TRUE,Datong,Scooter,TRUEDAN,60,Yes
754,women,40,staff,44500,FALSE,Nangang,Scooter,CoCo,35,No
846,Man,40,engineer,55500,FALSE,Datong,Bus,CoCo,45,Yes
887,women,40,financial,74000,TRUE,Songshan,MRT,50 Arashi,70,Yes
888,Man,40,Worker,60500,TRUE,Songshan,Bus,WooTea,60,No
892,Man,40,Market,66500,FALSE,Wanhua,Scooter,OtherTeaShop,50,No
942,women,40,staff,61000,FALSE,Nangang,Scooter,WooTea,65,Yes
18,women,41,sales,69500,TRUE,Songshan,MRT,50 Arashi,70,No
24,Man,41,staff,59500,TRUE,Datong,Scooter,Guiji,55,No
42,women,41,Worker,52500,TRUE,Wanhua,MRT,50 Arashi,55,No
145,women,41,financial,41500,FALSE,Neihu,MRT,OtherTeaShop,35,No
154,Man,41,sales,31500,TRUE,Wenshan,MRT,WooTea,60,No
192,women,41,staff,78500,FALSE,Datong,Bus,Wanpo,70,No
193,women,41,Freelance,47500,FALSE,Shilin,Scooter,WooTea,35,No
218,Man,41,staff,55000,TRUE,Wanhua,Scooter,Guiji,35,No
221,Man,41,engineer,63500,FALSE,Zhongshan,MRT,Wanpo,40,No
227,Man,41, retail,68500,FALSE,Zhongzheng,Scooter,Chunshuitang,35,Yes
247,women,41,financial,66500,TRUE,Datong,Scooter,Guiji,60,No
390,Man,41,staff,72000,FALSE,Shilin,Scooter,CoCo,60,Yes
395,Man,41,engineer,31500,TRUE,Neihu,Bus,Guiji,55,Yes
456,Man,41,staff,76500,TRUE,Datong,MRT,Chunshuitang,35,No
475,women,41,Market,49500,TRUE,Wanhua,MRT,Guiji,60,Yes
491,women,41, retail,48500,FALSE,Shilin,Bus,KEBUKE,55,No
573,women,41,sales,33000,FALSE,Xinyi,Bus,KEBUKE,60,No
624,Man,41,docter,55000,FALSE,Neihu,Scooter,TRUEDAN,35,No
688,Man,41,Market,44000,TRUE,Shilin,MRT,Ching-Shin Fu-Chuan,55,No
713,Man,41,staff,52500,TRUE,Songshan,MRT,TRUEDAN,35,No
739,women,41,police,62000,TRUE,Zhongzheng,drive,OtherTeaShop,40,No
792,women,41,sales,73500,FALSE,Neihu,MRT,50 Arashi,50,No
886,women,41,staff,40000,FALSE,Wanhua,MRT,OtherTeaShop,45,No
904,women,41,sales,76000,TRUE,Da’an,Scooter,50 Arashi,55,No
913,Man,41,sales,54000,FALSE,Shilin,MRT,WooTea,70,No
985,women,41,staff,57500,TRUE,Zhongzheng,Scooter,Chunshuitang,45,No
989,women,41,staff,58500,TRUE,Beitou,MRT,Wanpo,60,No
12,Man,42,Market,61000,FALSE,Datong,MRT,OtherTeaShop,40,No
36,women,42,Worker,55500,TRUE,Nangang,MRT,50 Arashi,45,Yes
71,women,42,staff,31000,TRUE,Shilin,Scooter,Wanpo,65,Yes
80,Man,42,staff,73000,TRUE,Wanhua,Bus,Chunshuitang,65,No
98,women,42,staff,68500,TRUE,Datong,Bus,JOHN TEA COMPANY,45,No
129,women,42,staff,47000,FALSE,Wanhua,MRT,CoCo,55,No
133,women,42,staff,57000,FALSE,Wanhua,MRT,Ching-Shin Fu-Chuan,65,No
140,Man,42,staff,64500,TRUE,Xinyi,Scooter,Wanpo,60,Yes
175,Man,42, retail,72000,TRUE,Neihu,MRT,Chunshuitang,50,No
215,Man,42, lawyer,68000,TRUE,Zhongzheng,Scooter,Guiji,55,Yes
252,women,42, lawyer,56500,TRUE,Xinyi,Bus,Ching-Shin Fu-Chuan,50,No
348,women,42,staff,66500,TRUE,Shilin,drive,OtherTeaShop,35,No
502,Man,42,Market,50000,TRUE,Nangang,Scooter,Ching-Shin Fu-Chuan,65,Yes
517,women,42, lawyer,43000,TRUE,Beitou,drive,Wanpo,45,Yes
663,women,42,sales,30500,FALSE,Zhongzheng,Scooter,Wanpo,65,No
665,Man,42,Freelance,58500,FALSE,Wanhua,Scooter,Tenren's Tea,40,No
669,Man,42,service,55000,FALSE,Wenshan,MRT,Ching-Shin Fu-Chuan,45,No
690,Man,42,staff,72000,TRUE,Xinyi,Bus,Ching-Shin Fu-Chuan,40,No
695,Man,42,Freelance,67000,FALSE,Da’an,drive,Tenren's Tea,35,No
697,women,42,financial,60500,TRUE,Beitou,Scooter,Tenren's Tea,40,No
698,women,42,Worker,65500,FALSE,Nangang,MRT,Ching-Shin Fu-Chuan,65,No
777,women,42,staff,78000,TRUE,Xinyi,Bus,CoCo,45,No
898,Man,42,teacher,50000,TRUE,Zhongzheng,Scooter,WooTea,50,No
917,women,42,service,50500,TRUE,Datong,Scooter,CoCo,65,No
959,Man,42,engineer,68000,TRUE,Wenshan,Scooter,Tenren's Tea,40,No
973,Man,42,staff,50000,FALSE,Zhongshan,Scooter,Tenren's Tea,70,No
993,Man,42,staff,28000,FALSE,Datong,Scooter,CoCo,40,Yes
4,women,43,staff,41000,FALSE,Wanhua,Scooter,KEBUKE,50,Yes
23,women,43,staff,31000,TRUE,Zhongshan,drive,Chunshuitang,35,Yes
114,women,43,staff,48000,FALSE,Songshan,MRT,Wanpo,50,No
127,women,43,Market,34000,TRUE,Shilin,Scooter,KEBUKE,55,No
134,women,43,staff,45500,TRUE,Nangang,MRT,WooTea,70,Yes
149,Man,43,staff,71500,TRUE,Zhongshan,Bus,Tenren's Tea,40,No
216,women,43,Freelance,79500,TRUE,Nangang,Scooter,JOHN TEA COMPANY,35,No
228,women,43,financial,89500,TRUE,Datong,Scooter,TRUEDAN,60,No
242,women,43,staff,69000,FALSE,Wenshan,Bus,Tenren's Tea,60,Yes
257,women,43,engineer,70500,FALSE,Neihu,Bus,Chunshuitang,55,Yes
263,women,43, retail,50500,FALSE,Zhongshan,MRT,TRUEDAN,45,Yes
264,women,43,Freelance,75000,TRUE,Da’an,Scooter,JOHN TEA COMPANY,65,No
277,Man,43,staff,76000,TRUE,Zhongzheng,Scooter,50 Arashi,40,Yes
292,Man,43,sales,79500,TRUE,Neihu,Scooter,KEBUKE,35,No
301,women,43,staff,64000,TRUE,Xinyi,Scooter,OtherTeaShop,60,Yes
317,women,43,sales,54000,TRUE,Songshan,Bus,Ching-Shin Fu-Chuan,60,Yes
381,women,43,Market,59500,TRUE,Nangang,MRT,Ching-Shin Fu-Chuan,60,Yes
401,women,43,staff,73000,TRUE,Shilin,Bus,JOHN TEA COMPANY,45,Yes
487,Man,43,financial,45000,TRUE,Xinyi,drive,OtherTeaShop,50,No
543,women,43,Worker,79500,FALSE,Wenshan,Bus,Tenren's Tea,45,No
558,women,43,staff,55500,TRUE,Xinyi,Bus,WooTea,45,Yes
560,Man,43,Freelance,79500,TRUE,Xinyi,MRT,Ching-Shin Fu-Chuan,55,Yes
562,women,43,staff,52500,FALSE,Da’an,Scooter,Guiji,50,Yes
614,Man,43,staff,64500,TRUE,Xinyi,MRT,Ching-Shin Fu-Chuan,70,Yes
643,women,43,staff,78000,FALSE,Songshan,drive,50 Arashi,65,Yes
662,Man,43,teacher,48000,TRUE,Zhongzheng,Bus,TRUEDAN,60,No
724,women,43,financial,54000,FALSE,Nangang,Bus,TRUEDAN,55,No
731,Man,43,financial,71000,TRUE,Datong,MRT,Chunshuitang,60,No
773,women,43, lawyer,36000,FALSE,Wanhua,MRT,KEBUKE,35,Yes
780,Man,43,sales,70000,TRUE,Songshan,Scooter,50 Arashi,70,Yes
782,Man,43,Market,64000,FALSE,Neihu,Bus,Ching-Shin Fu-Chuan,45,Yes
790,Man,43,staff,79500,TRUE,Neihu,Bus,TRUEDAN,60,Yes
900,women,43,sales,56000,TRUE,Xinyi,Scooter,CoCo,70,No
933,Man,43,engineer,112000,FALSE,Datong,Scooter,50 Arashi,60,Yes
953,women,43,Freelance,44000,TRUE,Songshan,Bus,Wanpo,45,Yes
975,Man,43,docter,60500,FALSE,Wenshan,MRT,50 Arashi,35,Yes
41,Man,44,engineer,62500,TRUE,Songshan,Bus,Tenren's Tea,40,Yes
78,women,44,sales,68000,TRUE,Wanhua,MRT,JOHN TEA COMPANY,50,No
173,women,44,staff,71000,TRUE,Beitou,Scooter,CoCo,40,No
245,women,44,staff,74000,FALSE,Zhongshan,Bus,OtherTeaShop,60,No
289,women,44,staff,57000,FALSE,Beitou,MRT,KEBUKE,70,Yes
295,Man,44,staff,50500,TRUE,Beitou,Bus,50 Arashi,40,No
306,Man,44,financial,71500,FALSE,Neihu,MRT,Chunshuitang,40,No
350,Man,44, retail,57500,FALSE,Neihu,MRT,KEBUKE,40,No
448,Man,44,staff,73500,TRUE,Shilin,Bus,Guiji,55,No
490,women,44,financial,61500,TRUE,Beitou,Bus,WooTea,55,No
522,Man,44,Worker,44000,FALSE,Songshan,Bus,KEBUKE,70,No
585,women,44,sales,45000,FALSE,Neihu,Bus,Wanpo,50,No
592,Man,44,financial,85000,FALSE,Xinyi,MRT,Ching-Shin Fu-Chuan,55,No
599,women,44,financial,58500,TRUE,Neihu,Bus,Guiji,40,No
653,Man,44,staff,53000,FALSE,Xinyi,Bus,JOHN TEA COMPANY,50,No
692,women,44,civil servant,58500,TRUE,Zhongshan,Bus,TRUEDAN,65,No
747,Man,44,financial,69000,FALSE,Shilin,Bus,Chunshuitang,70,No
749,women,44,civil servant,42000,TRUE,Wenshan,Bus,OtherTeaShop,70,No
759,women,44, retail,65500,TRUE,Beitou,MRT,OtherTeaShop,40,No
808,women,44,staff,52500,TRUE,Shilin,MRT,Tenren's Tea,40,Yes
876,women,44,Worker,62500,TRUE,Datong,drive,KEBUKE,60,No
920,women,44,engineer,45000,TRUE,Nangang,Scooter,JOHN TEA COMPANY,65,No
941,Man,44,staff,44000,TRUE,Nangang,MRT,Guiji,50,No
960,Man,44,Market,41500,TRUE,Beitou,Bus,Tenren's Tea,40,No
977,Man,44,Market,74000,FALSE,Da’an,Scooter,OtherTeaShop,50,No
984,Man,44,Market,57500,TRUE,Neihu,MRT,JOHN TEA COMPANY,65,No
992,Man,44,service,75000,FALSE,Da’an,MRT,JOHN TEA COMPANY,35,No
11,Man,45,Market,69000,FALSE,Shilin,MRT,OtherTeaShop,45,Yes
51,Man,45,staff,62000,TRUE,Da’an,drive,Chunshuitang,35,Yes
77,women,45,staff,28000,TRUE,Nangang,MRT,50 Arashi,70,No
93,women,45,engineer,73000,TRUE,Da’an,Bus,Guiji,65,No
153,women,45,sales,76000,FALSE,Songshan,MRT,Ching-Shin Fu-Chuan,55,No
167,Man,45,staff,70000,TRUE,Wanhua,MRT,Ching-Shin Fu-Chuan,70,No
284,women,45,docter,122000,TRUE,Wenshan,MRT,WooTea,60,No
313,women,45,staff,40000,FALSE,Datong,Bus,Guiji,60,Yes
325,Man,45,staff,68000,TRUE,Beitou,Bus,50 Arashi,45,Yes
334,women,45,engineer,42500,TRUE,Xinyi,Bus,Ching-Shin Fu-Chuan,45,Yes
338,women,45,staff,50500,TRUE,Zhongzheng,MRT,Tenren's Tea,55,No
373,Man,45,sales,38500,FALSE,Wanhua,MRT,50 Arashi,35,No
378,Man,45,staff,72000,FALSE,Wenshan,Bus,WooTea,70,Yes
409,Man,45,civil servant,57500,FALSE,Zhongzheng,MRT,KEBUKE,60,No
416,women,45,staff,74500,TRUE,Datong,MRT,Guiji,45,Yes
465,Man,45,staff,51000,FALSE,Wenshan,drive,50 Arashi,55,No
494,women,45,staff,62500,TRUE,Datong,Bus,KEBUKE,35,Yes
504,women,45,sales,87000,FALSE,Wanhua,MRT,WooTea,65,No
506,Man,45,financial,70500,TRUE,Xinyi,MRT,Guiji,40,Yes
516,Man,45,staff,48000,FALSE,Nangang,MRT,50 Arashi,45,Yes
542,women,45,engineer,45500,FALSE,Da’an,Bus,Guiji,50,Yes
629,women,45,financial,95500,FALSE,Xinyi,drive,Wanpo,55,No
640,women,45,engineer,88500,TRUE,Neihu,Bus,50 Arashi,40,No
645,Man,45,staff,56500,FALSE,Da’an,Bus,Tenren's Tea,35,Yes
675,Man,45,civil servant,68000,TRUE,Da’an,Scooter,OtherTeaShop,70,No
723,Man,45,sales,56500,TRUE,Wenshan,Scooter,Wanpo,65,No
735,Man,45,engineer,58000,FALSE,Shilin,MRT,KEBUKE,55,Yes
740,Man,45,staff,62500,FALSE,Shilin,drive,Guiji,65,Yes
750,Man,45,staff,71000,TRUE,Shilin,Bus,Wanpo,50,No
770,women,45,Market,61000,FALSE,Shilin,MRT,CoCo,55,No
788,Man,45,financial,51500,FALSE,Datong,MRT,Tenren's Tea,70,Yes
795,Man,45,engineer,31500,TRUE,Nangang,MRT,CoCo,50,No
841,women,45,staff,58000,TRUE,Songshan,Scooter,WooTea,70,No
850,women,45,engineer,46000,FALSE,Neihu,MRT,Ching-Shin Fu-Chuan,45,Yes
894,Man,45,financial,51000,FALSE,Neihu,Bus,Ching-Shin Fu-Chuan,50,No
931,Man,45,service,64500,TRUE,Beitou,Bus,Chunshuitang,65,No
15,Man,46,staff,36500,TRUE,Wenshan,Bus,CoCo,50,No
16,Man,46,Market,76000,FALSE,Datong,Bus,TRUEDAN,50,Yes
17,Man,46,Freelance,32000,TRUE,Xinyi,Scooter,WooTea,60,Yes
69,women,46,staff,42000,FALSE,Xinyi,MRT,Tenren's Tea,45,No
85,women,46, retail,82000,TRUE,Neihu,MRT,TRUEDAN,35,No
117,women,46,teacher,69500,TRUE,Shilin,MRT,Wanpo,45,Yes
180,Man,46,police,75000,TRUE,Xinyi,drive,50 Arashi,50,Yes
203,women,46,financial,67000,TRUE,Wenshan,Bus,Guiji,65,No
271,women,46,service,59000,TRUE,Zhongshan,Bus,WooTea,60,Yes
303,women,46,staff,76000,TRUE,Wenshan,MRT,WooTea,35,No
331,women,46,staff,71000,TRUE,Shilin,MRT,Tenren's Tea,35,No
354,Man,46,financial,89500,TRUE,Da’an,Scooter,OtherTeaShop,35,No
377,Man,46,staff,70500,FALSE,Wenshan,MRT,CoCo,40,No
429,Man,46,engineer,54000,TRUE,Zhongshan,Bus,JOHN TEA COMPANY,35,No
436,Man,46,service,44500,FALSE,Shilin,Bus,KEBUKE,70,No
459,women,46, retail,54000,FALSE,Zhongzheng,Bus,CoCo,55,Yes
467,women,46,staff,63500,TRUE,Xinyi,Bus,Ching-Shin Fu-Chuan,65,Yes
503,women,46,Worker,70000,TRUE,Beitou,Scooter,Guiji,65,No
568,women,46,staff,62500,TRUE,Beitou,MRT,OtherTeaShop,40,Yes
583,women,46,Market,57500,TRUE,Songshan,Scooter,JOHN TEA COMPANY,55,No
632,Man,46,engineer,76500,FALSE,Zhongshan,Bus,Chunshuitang,40,No
679,women,46,staff,76500,TRUE,Songshan,Scooter,JOHN TEA COMPANY,70,No
681,women,46,civil servant,63500,TRUE,Xinyi,Bus,Ching-Shin Fu-Chuan,45,Yes
699,women,46,staff,78000,FALSE,Wanhua,drive,Wanpo,35,Yes
700,women,46,sales,41000,FALSE,Da’an,MRT,Ching-Shin Fu-Chuan,55,Yes
819,Man,46,Freelance,69500,TRUE,Songshan,Scooter,Guiji,35,No
821,women,46,sales,55000,FALSE,Zhongshan,Bus,50 Arashi,40,Yes
837,Man,46,staff,43500,FALSE,Datong,MRT,50 Arashi,40,Yes
839,Man,46,staff,75500,FALSE,Da’an,Bus,Ching-Shin Fu-Chuan,70,No
868,Man,46,staff,43000,TRUE,Beitou,Bus,Ching-Shin Fu-Chuan,70,Yes
869,Man,46,staff,62500,TRUE,Songshan,Scooter,JOHN TEA COMPANY,40,Yes
971,women,46,sales,32500,TRUE,Zhongshan,MRT,KEBUKE,60,No
34,women,47,staff,44000,TRUE,Wenshan,Scooter,Wanpo,65,No
118,women,47,sales,109000,TRUE,Songshan,Scooter,Wanpo,70,Yes
150,Man,47,staff,41000,TRUE,Beitou,Bus,OtherTeaShop,35,Yes
185,Man,47,staff,77000,TRUE,Zhongzheng,Scooter,CoCo,50,Yes
191,women,47,Freelance,33000,FALSE,Zhongzheng,Bus,Wanpo,55,No
202,women,47,engineer,81000,TRUE,Nangang,Scooter,Guiji,50,No
366,women,47,Freelance,56500,FALSE,Xinyi,MRT,50 Arashi,35,No
385,women,47,sales,93000,TRUE,Wanhua,Bus,Ching-Shin Fu-Chuan,70,Yes
412,Man,47,staff,53500,TRUE,Da’an,Scooter,CoCo,45,No
474,Man,47,civil servant,61000,FALSE,Zhongzheng,MRT,KEBUKE,55,No
489,women,47,Market,47000,FALSE,Songshan,Scooter,Wanpo,45,Yes
541,Man,47,staff,53500,TRUE,Zhongzheng,Scooter,TRUEDAN,65,Yes
549,women,47,staff,44500,TRUE,Da’an,MRT,OtherTeaShop,40,Yes
706,Man,47,staff,60000,TRUE,Xinyi,drive,KEBUKE,55,Yes
714,Man,47,staff,69500,FALSE,Zhongshan,Bus,JOHN TEA COMPANY,60,No
746,women,47,sales,53500,TRUE,Xinyi,Scooter,Tenren's Tea,55,Yes
763,women,47,docter,40500,FALSE,Nangang,Bus,TRUEDAN,60,Yes
779,Man,47,staff,37000,FALSE,Songshan,MRT,Guiji,70,No
820,women,47,Market,58000,TRUE,Songshan,Bus,WooTea,35,No
826,women,47,civil servant,64000,TRUE,Shilin,MRT,KEBUKE,50,Yes
896,Man,47,financial,36500,TRUE,Wanhua,Bus,Wanpo,45,No
916,Man,47,engineer,59000,TRUE,Nangang,MRT,50 Arashi,65,Yes
946,women,47,staff,52000,FALSE,Wenshan,MRT,50 Arashi,60,No
966,Man,47,engineer,57500,FALSE,Wenshan,MRT,50 Arashi,60,No
995,Man,47,staff,41500,FALSE,Neihu,MRT,OtherTeaShop,70,Yes
37,Man,48,civil servant,40500,TRUE,Shilin,MRT,CoCo,65,Yes
62,Man,48,staff,74000,TRUE,Beitou,MRT,CoCo,45,Yes
67,women,48,staff,78000,TRUE,Wanhua,MRT,JOHN TEA COMPANY,35,Yes
152,women,48,Market,75000,TRUE,Zhongzheng,drive,KEBUKE,50,Yes
189,Man,48,Market,35500,TRUE,Da’an,MRT,KEBUKE,55,No
225,Man,48,staff,85500,FALSE,Wenshan,Bus,WooTea,60,Yes
251,Man,48,staff,60500,FALSE,Neihu,Bus,Chunshuitang,40,No
285,women,48,Worker,52000,TRUE,Nangang,MRT,Wanpo,65,Yes
343,women,48,staff,63500,TRUE,Shilin,Scooter,Chunshuitang,60,Yes
364,Man,48,financial,32500,FALSE,Wenshan,MRT,Ching-Shin Fu-Chuan,50,No
438,women,48,staff,59000,TRUE,Songshan,Bus,Wanpo,35,No
461,women,48,Freelance,51000,FALSE,Xinyi,Scooter,JOHN TEA COMPANY,50,No
527,women,48,sales,66500,TRUE,Datong,Bus,WooTea,35,No
548,women,48,sales,44000,TRUE,Neihu,Bus,JOHN TEA COMPANY,55,Yes
584,Man,48,financial,76500,FALSE,Neihu,Scooter,Tenren's Tea,60,Yes
598,Man,48,Freelance,72500,TRUE,Shilin,MRT,KEBUKE,50,Yes
623,women,48,service,77000,TRUE,Shilin,Scooter,Tenren's Tea,60,No
650,Man,48,civil servant,52000,TRUE,Beitou,Scooter,JOHN TEA COMPANY,70,No
671,Man,48,Freelance,55000,FALSE,Songshan,Bus,WooTea,35,No
701,Man,48,staff,71500,TRUE,Zhongshan,Scooter,TRUEDAN,35,Yes
806,women,48,staff,100000,TRUE,Wanhua,MRT,Tenren's Tea,40,No
845,Man,48,staff,55500,TRUE,Da’an,MRT,WooTea,45,No
923,women,48,engineer,50500,FALSE,Zhongshan,Bus,WooTea,55,No
927,women,48,Freelance,39000,TRUE,Da’an,MRT,CoCo,35,Yes
988,Man,48,service,59500,FALSE,Wanhua,Bus,50 Arashi,60,No
5,Man,49,staff,62500,TRUE,Nangang,Bus,OtherTeaShop,65,Yes
13,Man,49,sales,66500,TRUE,Wanhua,Scooter,WooTea,65,Yes
52,Man,49,staff,41500,TRUE,Beitou,MRT,Ching-Shin Fu-Chuan,65,No
72,Man,49,staff,44500,FALSE,Zhongzheng,Bus,50 Arashi,45,No
91,women,49,engineer,76000,TRUE,Beitou,MRT,CoCo,70,No
115,women,49,engineer,135500,TRUE,Wenshan,MRT,Tenren's Tea,55,No
148,women,49,civil servant,52000,TRUE,Shilin,MRT,Wanpo,60,Yes
155,Man,49,Worker,29000,FALSE,Songshan,Scooter,Ching-Shin Fu-Chuan,70,No
162,women,49,engineer,42000,FALSE,Wanhua,MRT,WooTea,60,Yes
223,women,49,sales,37000,FALSE,Songshan,Bus,Chunshuitang,55,Yes
233,women,49,staff,62000,TRUE,Wanhua,MRT,JOHN TEA COMPANY,65,Yes
237,women,49,civil servant,69000,FALSE,Da’an,Scooter,Wanpo,65,Yes
273,Man,49,service,46500,TRUE,Xinyi,MRT,WooTea,35,Yes
302,Man,49,Worker,63500,TRUE,Neihu,Scooter,Chunshuitang,45,Yes
311,Man,49,engineer,67500,TRUE,Wenshan,Scooter,50 Arashi,35,No
319,women,49,civil servant,49000,TRUE,Da’an,MRT,OtherTeaShop,35,Yes
328,women,49,financial,73000,TRUE,Zhongzheng,MRT,Wanpo,65,Yes
332,Man,49,financial,79500,TRUE,Datong,Bus,WooTea,60,No
339,Man,49,sales,57000,FALSE,Xinyi,MRT,Wanpo,70,No
363,Man,49,Worker,52000,TRUE,Da’an,Bus,Ching-Shin Fu-Chuan,50,No
369,women,49,staff,76000,FALSE,Datong,MRT,Wanpo,65,Yes
419,Man,49,financial,54500,TRUE,Songshan,Scooter,Ching-Shin Fu-Chuan,55,No
512,Man,49,staff,46500,TRUE,Xinyi,MRT,Tenren's Tea,45,Yes
637,women,49,staff,73000,FALSE,Wanhua,Bus,Chunshuitang,35,No
668,Man,49,staff,36500,TRUE,Wanhua,Bus,Tenren's Tea,55,Yes
725,Man,49, lawyer,114000,FALSE,Nangang,Scooter,Chunshuitang,70,No
781,women,49,sales,71500,FALSE,Wenshan,Scooter,KEBUKE,60,Yes
830,women,49,Worker,50500,FALSE,Zhongshan,Bus,CoCo,35,Yes
832,women,49,financial,61000,TRUE,Datong,MRT,Tenren's Tea,50,Yes
849,Man,49,engineer,69500,TRUE,Wanhua,Scooter,50 Arashi,35,No
867,Man,49,staff,67500,FALSE,Nangang,MRT,Wanpo,40,Yes
895,women,49,financial,69000,TRUE,Wenshan,MRT,WooTea,60,No
994,women,49,sales,72000,FALSE,Da’an,Bus,Ching-Shin Fu-Chuan,60,Yes
9,Man,50,financial,58500,FALSE,Zhongzheng,MRT,KEBUKE,45,No
76,women,50,Freelance,45000,TRUE,Datong,Bus,Guiji,40,Yes
87,Man,50,Market,55000,FALSE,Nangang,Scooter,WooTea,35,No
90,Man,50,Worker,43500,TRUE,Nangang,Bus,Guiji,40,No
144,women,50,Freelance,77000,TRUE,Zhongshan,Scooter,TRUEDAN,35,Yes
178,women,50,Freelance,40500,FALSE,Nangang,MRT,Ching-Shin Fu-Chuan,60,No
226,women,50,teacher,73500,FALSE,Xinyi,Bus,Tenren's Tea,70,Yes
235,Man,50,financial,60500,TRUE,Datong,Scooter,Wanpo,50,No
322,Man,50,staff,41500,FALSE,Datong,MRT,CoCo,50,No
335,women,50,civil servant,56000,TRUE,Shilin,MRT,Chunshuitang,40,Yes
408,Man,50,staff,60000,FALSE,Xinyi,Bus,Ching-Shin Fu-Chuan,70,No
525,Man,50,financial,48500,TRUE,Nangang,Scooter,Guiji,65,Yes
591,women,50,staff,75500,TRUE,Beitou,Bus,Tenren's Tea,35,No
648,women,50,Market,68500,TRUE,Wanhua,Bus,Guiji,50,No
655,Man,50,staff,79000,TRUE,Wanhua,Bus,Tenren's Tea,35,Yes
703,Man,50,civil servant,57500,TRUE,Da’an,MRT,WooTea,55,No
881,Man,50,staff,75000,TRUE,Xinyi,Bus,50 Arashi,50,No
891,Man,50,Freelance,51500,FALSE,Datong,MRT,Chunshuitang,70,No
899,women,50,staff,52000,TRUE,Wanhua,drive,Ching-Shin Fu-Chuan,70,Yes
955,Man,50,Market,77000,TRUE,Songshan,drive,CoCo,45,No
964,Man,50,staff,42500,FALSE,Zhongzheng,Scooter,Wanpo,50,Yes
976,women,50,engineer,60500,TRUE,Zhongshan,Scooter,OtherTeaShop,35,Yes
