項次,性別,年齡,職業,薪水,婚姻,居住地,交通方式,飲料偏好,價格,外送習慣,,,,,,,,,,,,
861,女,37,教師,45500,未婚,萬華區,公車,珍煮丹,45,否,,,,,,,,,,,,
871,男,37,職員,67500,未婚,松山區,公車,約翰紅茶,65,否,,,,,,,,,,,,
872,女,37,業務,52000,已婚,士林區,騎車,春水堂,60,是,,,,,,,,,,,,
963,男,37,公務員,36000,未婚,松山區,捷運,其他,40,是,,,,,,,,,,,,
969,女,37,職員,77000,已婚,萬華區,騎車,其他,50,否,,,,,,,,,,,,
970,男,37,業務,43000,已婚,南港區,捷運,珍煮丹,70,否,,,,,,,,,,,,
974,男,37,工程師,90000,未婚,士林區,公車,萬波,35,否,,,,,,,,,,,,
991,男,37,職員,66000,未婚,中山區,捷運,約翰紅茶,40,否,,,,,,,,,,,,
10,男,38,職員,39000,已婚,萬華區,公車,珍煮丹,40,否,,,,,,,,,,,,
31,女,38,職員,56500,未婚,萬華區,捷運,天仁茗茶,45,否,,,,,,,,,,,,
53,女,38,律師,39500,已婚,松山區,公車,龜記,60,是,,,,,,,,,,,,
79,男,38,業務,44000,已婚,中山區,騎車,春水堂,55,是,,,,,,,,,,,,
83,女,38,職員,64000,未婚,信義區,騎車,五桐號,50,否,,,,,,,,,,,,
92,男,38,業務,37000,已婚,信義區,公車,其他,40,是,,,,,,,,,,,,
101,男,38,職員,39000,已婚,松山區,公車,其他,60,是,,,,,,,,,,,,
116,男,38,服務業,48000,已婚,內湖區,捷運,五桐號,70,否,,,,,,,,,,,,
187,女,38,傳統市場,31000,已婚,萬華區,開車,其他,35,否,,,,,,,,,,,,
238,女,38,業務,46500,已婚,萬華區,騎車,天仁茗茶,40,否,,,,,,,,,,,,
253,女,38,職員,58500,已婚,中山區,騎車,萬波,65,是,,,,,,,,,,,,
358,男,38,職員,36500,未婚,內湖區,公車,50嵐,35,是,,,,,,,,,,,,
362,女,38,業務,39500,已婚,文山區,捷運,春水堂,45,是,,,,,,,,,,,,
380,男,38,教師,53000,未婚,大安區,捷運,珍煮丹,60,是,,,,,,,,,,,,
469,女,38,業務,36500,未婚,信義區,騎車,珍煮丹,35,否,,,,,,,,,,,,
472,女,38,職員,34000,已婚,中山區,開車,50嵐,65,是,,,,,,,,,,,,
519,女,38,業務,67500,已婚,文山區,騎車,春水堂,65,否,,,,,,,,,,,,
611,女,38,職員,42500,未婚,北投區,騎車,CoCo都可,60,否,,,,,,,,,,,,
619,男,38,傳統市場,38500,已婚,內湖區,騎車,五桐號,55,是,,,,,,,,,,,,
661,女,38,業務,43000,已婚,大同區,公車,珍煮丹,65,否,,,,,,,,,,,,
684,女,38,傳統市場,48500,已婚,松山區,捷運,天仁茗茶,70,是,,,,,,,,,,,,
716,女,38,教師,45000,未婚,大同區,捷運,五桐號,40,否,,,,,,,,,,,,
732,男,38,職員,69500,未婚,南港區,捷運,萬波,40,否,,,,,,,,,,,,
772,女,38,零售業,76000,未婚,北投區,騎車,清新福全,60,否,,,,,,,,,,,,
859,女,38,金融業,69500,未婚,文山區,公車,清新福全,40,是,,,,,,,,,,,,
884,男,38,職員,66000,已婚,南港區,騎車,五桐號,65,是,,,,,,,,,,,,
968,女,38,職員,31000,未婚,南港區,騎車,珍煮丹,65,否,,,,,,,,,,,,
26,男,39,金融業,38000,未婚,南港區,公車,珍煮丹,70,否,,,,,,,,,,,,
84,女,39,職員,30500,已婚,松山區,開車,天仁茗茶,40,否,,,,,,,,,,,,
97,女,39,職員,78500,已婚,萬華區,騎車,天仁茗茶,50,否,,,,,,,,,,,,
166,男,39,金融業,31000,已婚,信義區,開車,天仁茗茶,55,是,,,,,,,,,,,,
195,女,39,自由業,37000,未婚,松山區,騎車,約翰紅茶,60,是,,,,,,,,,,,,
243,男,39,工人,28500,已婚,文山區,騎車,珍煮丹,50,否,,,,,,,,,,,,
296,男,39,金融業,42500,已婚,內湖區,捷運,50嵐,35,否,,,,,,,,,,,,
372,男,39,業務,57000,已婚,文山區,開車,其他,50,否,,,,,,,,,,,,
393,男,39,服務業,60000,未婚,文山區,捷運,萬波,35,否,,,,,,,,,,,,
402,女,39,職員,54000,已婚,中山區,捷運,珍煮丹,60,是,,,,,,,,,,,,
403,女,39,金融業,62500,未婚,大同區,公車,龜記,50,是,,,,,,,,,,,,
413,女,39,業務,83500,未婚,萬華區,捷運,清新福全,60,是,,,,,,,,,,,,
414,女,39,工程師,42000,已婚,信義區,騎車,天仁茗茶,60,是,,,,,,,,,,,,
420,男,39,警察,55500,未婚,信義區,捷運,五桐號,55,否,,,,,,,,,,,,
424,男,39,職員,56000,未婚,中山區,公車,五桐號,70,是,,,,,,,,,,,,
442,男,39,職員,59000,未婚,信義區,公車,其他,50,否,,,,,,,,,,,,
478,男,39,警察,61500,已婚,松山區,騎車,天仁茗茶,55,否,,,,,,,,,,,,
544,男,39,職員,45500,已婚,萬華區,捷運,其他,60,否,,,,,,,,,,,,
546,男,39,職員,58500,未婚,大安區,騎車,CoCo都可,45,否,,,,,,,,,,,,
569,男,39,工程師,56000,未婚,中正區,捷運,可不可,45,是,,,,,,,,,,,,
589,女,39,零售業,46500,已婚,中山區,公車,春水堂,45,否,,,,,,,,,,,,
594,女,39,業務,39500,未婚,中山區,騎車,龜記,45,是,,,,,,,,,,,,
595,男,39,服務業,61000,已婚,士林區,騎車,珍煮丹,50,否,,,,,,,,,,,,
617,男,39,職員,28000,未婚,北投區,騎車,萬波,70,否,,,,,,,,,,,,
633,女,39,職員,51500,未婚,士林區,捷運,龜記,35,否,,,,,,,,,,,,
673,男,39,傳統市場,51500,未婚,大安區,捷運,春水堂,35,是,,,,,,,,,,,,
719,男,39,職員,56500,已婚,松山區,捷運,50嵐,60,否,,,,,,,,,,,,
748,男,39,職員,78500,已婚,大同區,公車,天仁茗茶,50,是,,,,,,,,,,,,
801,男,39,服務業,76500,已婚,文山區,開車,CoCo都可,70,是,,,,,,,,,,,,
827,女,39,公務員,30500,已婚,大安區,騎車,CoCo都可,40,否,,,,,,,,,,,,
874,女,39,職員,51500,未婚,文山區,公車,五桐號,55,否,,,,,,,,,,,,
875,女,39,自由業,49000,未婚,北投區,公車,天仁茗茶,70,是,,,,,,,,,,,,
880,男,39,醫生,57000,未婚,中正區,捷運,可不可,50,否,,,,,,,,,,,,
893,男,39,工程師,55500,已婚,北投區,公車,萬波,65,否,,,,,,,,,,,,
909,女,39,自由業,54500,已婚,內湖區,公車,50嵐,55,否,,,,,,,,,,,,
935,女,39,職員,54000,未婚,南港區,騎車,龜記,70,否,,,,,,,,,,,,
945,男,39,職員,61000,未婚,北投區,騎車,50嵐,35,否,,,,,,,,,,,,
2,男,40,職員,60000,未婚,內湖區,捷運,CoCo都可,60,否,,,,,,,,,,,,
6,男,40,工程師,53500,未婚,信義區,騎車,約翰紅茶,35,否,,,,,,,,,,,,
21,女,40,自由業,57500,已婚,大同區,公車,春水堂,65,是,,,,,,,,,,,,
32,女,40,職員,80000,已婚,中山區,騎車,天仁茗茶,50,否,,,,,,,,,,,,
66,女,40,業務,79500,未婚,松山區,騎車,龜記,35,是,,,,,,,,,,,,
102,男,40,職員,71000,已婚,南港區,公車,約翰紅茶,50,是,,,,,,,,,,,,
106,男,40,自由業,66500,未婚,大安區,捷運,50嵐,40,否,,,,,,,,,,,,
121,女,40,公務員,35000,已婚,信義區,捷運,約翰紅茶,50,是,,,,,,,,,,,,
269,女,40,教師,55500,已婚,松山區,公車,50嵐,55,否,,,,,,,,,,,,
290,女,40,醫生,68500,已婚,信義區,騎車,五桐號,65,是,,,,,,,,,,,,
315,男,40,服務業,70500,已婚,北投區,公車,珍煮丹,70,是,,,,,,,,,,,,
330,女,40,業務,60500,已婚,中正區,公車,春水堂,60,是,,,,,,,,,,,,
333,男,40,職員,70000,已婚,大同區,騎車,天仁茗茶,55,否,,,,,,,,,,,,
347,男,40,自由業,34000,已婚,文山區,捷運,清新福全,55,否,,,,,,,,,,,,
356,女,40,職員,75500,已婚,萬華區,捷運,CoCo都可,45,否,,,,,,,,,,,,
454,女,40,業務,53000,未婚,北投區,捷運,清新福全,35,否,,,,,,,,,,,,
473,女,40,業務,78500,未婚,中山區,騎車,春水堂,70,否,,,,,,,,,,,,
518,男,40,金融業,46500,未婚,內湖區,捷運,50嵐,35,是,,,,,,,,,,,,
529,女,40,職員,52500,已婚,中山區,捷運,春水堂,55,否,,,,,,,,,,,,
547,男,40,金融業,33500,未婚,萬華區,公車,龜記,40,是,,,,,,,,,,,,
586,男,40,工人,41500,未婚,信義區,騎車,CoCo都可,55,否,,,,,,,,,,,,
616,男,40,職員,41500,未婚,中正區,捷運,其他,50,否,,,,,,,,,,,,
666,男,40,職員,42000,已婚,北投區,公車,CoCo都可,35,是,,,,,,,,,,,,
683,男,40,職員,63500,未婚,士林區,公車,天仁茗茶,50,否,,,,,,,,,,,,
712,女,40,教師,71000,未婚,內湖區,騎車,珍煮丹,50,是,,,,,,,,,,,,
744,男,40,職員,58500,已婚,大同區,騎車,珍煮丹,60,是,,,,,,,,,,,,
754,女,40,職員,44500,未婚,南港區,騎車,CoCo都可,35,否,,,,,,,,,,,,
846,男,40,工程師,55500,未婚,大同區,公車,CoCo都可,45,是,,,,,,,,,,,,
887,女,40,金融業,74000,已婚,松山區,捷運,春水堂,70,是,,,,,,,,,,,,
888,男,40,工人,60500,已婚,松山區,公車,五桐號,60,否,,,,,,,,,,,,
892,男,40,傳統市場,66500,未婚,萬華區,騎車,其他,50,否,,,,,,,,,,,,
942,女,40,職員,61000,未婚,南港區,騎車,五桐號,65,是,,,,,,,,,,,,
18,女,41,業務,69500,已婚,松山區,捷運,春水堂,70,否,,,,,,,,,,,,
24,男,41,職員,59500,已婚,大同區,騎車,龜記,55,否,,,,,,,,,,,,
42,女,41,工人,52500,已婚,萬華區,捷運,春水堂,55,否,,,,,,,,,,,,
145,女,41,金融業,41500,未婚,內湖區,捷運,其他,35,否,,,,,,,,,,,,
154,男,41,業務,31500,已婚,文山區,捷運,五桐號,60,否,,,,,,,,,,,,
192,女,41,職員,78500,未婚,大同區,公車,萬波,70,否,,,,,,,,,,,,
193,女,41,自由業,47500,未婚,士林區,騎車,五桐號,35,否,,,,,,,,,,,,
218,男,41,職員,55000,已婚,萬華區,騎車,龜記,35,否,,,,,,,,,,,,
221,男,41,工程師,63500,未婚,中山區,捷運,萬波,40,否,,,,,,,,,,,,
227,男,41,零售業,68500,未婚,中正區,騎車,50嵐,35,是,,,,,,,,,,,,
247,女,41,金融業,66500,已婚,大同區,騎車,龜記,60,否,,,,,,,,,,,,
390,男,41,職員,72000,未婚,士林區,騎車,CoCo都可,60,是,,,,,,,,,,,,
395,男,41,工程師,31500,已婚,內湖區,公車,龜記,55,是,,,,,,,,,,,,
456,男,41,職員,76500,已婚,大同區,捷運,50嵐,35,否,,,,,,,,,,,,
475,女,41,傳統市場,49500,已婚,萬華區,捷運,龜記,60,是,,,,,,,,,,,,
491,女,41,零售業,48500,未婚,士林區,公車,可不可,55,否,,,,,,,,,,,,
573,女,41,業務,33000,未婚,信義區,公車,可不可,60,否,,,,,,,,,,,,
624,男,41,醫生,55000,未婚,內湖區,騎車,珍煮丹,35,否,,,,,,,,,,,,
688,男,41,傳統市場,44000,已婚,士林區,捷運,清新福全,55,否,,,,,,,,,,,,
713,男,41,職員,52500,已婚,松山區,捷運,珍煮丹,35,否,,,,,,,,,,,,
739,女,41,警察,62000,已婚,中正區,開車,其他,40,否,,,,,,,,,,,,
792,女,41,業務,73500,未婚,內湖區,捷運,春水堂,50,否,,,,,,,,,,,,
886,女,41,職員,40000,未婚,萬華區,捷運,其他,45,否,,,,,,,,,,,,
904,女,41,業務,76000,已婚,大安區,騎車,春水堂,55,否,,,,,,,,,,,,
913,男,41,業務,54000,未婚,士林區,捷運,五桐號,70,否,,,,,,,,,,,,
985,女,41,職員,57500,已婚,中正區,騎車,50嵐,45,否,,,,,,,,,,,,
989,女,41,職員,58500,已婚,北投區,捷運,萬波,60,否,,,,,,,,,,,,
12,男,42,傳統市場,61000,未婚,大同區,捷運,其他,40,否,,,,,,,,,,,,
36,女,42,工人,55500,已婚,南港區,捷運,春水堂,45,是,,,,,,,,,,,,
71,女,42,職員,31000,已婚,士林區,騎車,萬波,65,是,,,,,,,,,,,,
80,男,42,職員,73000,已婚,萬華區,公車,50嵐,65,否,,,,,,,,,,,,
98,女,42,職員,68500,已婚,大同區,公車,約翰紅茶,45,否,,,,,,,,,,,,
129,女,42,職員,47000,未婚,萬華區,捷運,CoCo都可,55,否,,,,,,,,,,,,
133,女,42,職員,57000,未婚,萬華區,捷運,清新福全,65,否,,,,,,,,,,,,
140,男,42,職員,64500,已婚,信義區,騎車,萬波,60,是,,,,,,,,,,,,
175,男,42,零售業,72000,已婚,內湖區,捷運,50嵐,50,否,,,,,,,,,,,,
215,男,42,律師,68000,已婚,中正區,騎車,龜記,55,是,,,,,,,,,,,,
252,女,42,律師,56500,已婚,信義區,公車,清新福全,50,否,,,,,,,,,,,,
348,女,42,職員,66500,已婚,士林區,開車,其他,35,否,,,,,,,,,,,,
502,男,42,傳統市場,50000,已婚,南港區,騎車,清新福全,65,是,,,,,,,,,,,,
517,女,42,律師,43000,已婚,北投區,開車,萬波,45,是,,,,,,,,,,,,
663,女,42,業務,30500,未婚,中正區,騎車,萬波,65,否,,,,,,,,,,,,
665,男,42,自由業,58500,未婚,萬華區,騎車,天仁茗茶,40,否,,,,,,,,,,,,
669,男,42,服務業,55000,未婚,文山區,捷運,清新福全,45,否,,,,,,,,,,,,
690,男,42,職員,72000,已婚,信義區,公車,清新福全,40,否,,,,,,,,,,,,
695,男,42,自由業,67000,未婚,大安區,開車,天仁茗茶,35,否,,,,,,,,,,,,
697,女,42,金融業,60500,已婚,北投區,騎車,天仁茗茶,40,否,,,,,,,,,,,,
698,女,42,工人,65500,未婚,南港區,捷運,清新福全,65,否,,,,,,,,,,,,
777,女,42,職員,78000,已婚,信義區,公車,CoCo都可,45,否,,,,,,,,,,,,
898,男,42,教師,50000,已婚,中正區,騎車,五桐號,50,否,,,,,,,,,,,,
917,女,42,服務業,50500,已婚,大同區,騎車,CoCo都可,65,否,,,,,,,,,,,,
959,男,42,工程師,68000,已婚,文山區,騎車,天仁茗茶,40,否,,,,,,,,,,,,
973,男,42,職員,50000,未婚,中山區,騎車,天仁茗茶,70,否,,,,,,,,,,,,
993,男,42,職員,28000,未婚,大同區,騎車,CoCo都可,40,是,,,,,,,,,,,,
4,女,43,職員,41000,未婚,萬華區,騎車,可不可,50,是,,,,,,,,,,,,
23,女,43,職員,31000,已婚,中山區,開車,50嵐,35,是,,,,,,,,,,,,
114,女,43,職員,48000,未婚,松山區,捷運,萬波,50,否,,,,,,,,,,,,
127,女,43,傳統市場,34000,已婚,士林區,騎車,可不可,55,否,,,,,,,,,,,,
134,女,43,職員,45500,已婚,南港區,捷運,五桐號,70,是,,,,,,,,,,,,
149,男,43,職員,71500,已婚,中山區,公車,天仁茗茶,40,否,,,,,,,,,,,,
216,女,43,自由業,79500,已婚,南港區,騎車,約翰紅茶,35,否,,,,,,,,,,,,
228,女,43,金融業,89500,已婚,大同區,騎車,珍煮丹,60,否,,,,,,,,,,,,
242,女,43,職員,69000,未婚,文山區,公車,天仁茗茶,60,是,,,,,,,,,,,,
257,女,43,工程師,70500,未婚,內湖區,公車,50嵐,55,是,,,,,,,,,,,,
263,女,43,零售業,50500,未婚,中山區,捷運,珍煮丹,45,是,,,,,,,,,,,,
264,女,43,自由業,75000,已婚,大安區,騎車,約翰紅茶,65,否,,,,,,,,,,,,
277,男,43,職員,76000,已婚,中正區,騎車,春水堂,40,是,,,,,,,,,,,,
292,男,43,業務,79500,已婚,內湖區,騎車,可不可,35,否,,,,,,,,,,,,
301,女,43,職員,64000,已婚,信義區,騎車,其他,60,是,,,,,,,,,,,,
317,女,43,業務,54000,已婚,松山區,公車,清新福全,60,是,,,,,,,,,,,,
381,女,43,傳統市場,59500,已婚,南港區,捷運,清新福全,60,是,,,,,,,,,,,,
401,女,43,職員,73000,已婚,士林區,公車,約翰紅茶,45,是,,,,,,,,,,,,
487,男,43,金融業,45000,已婚,信義區,開車,其他,50,否,,,,,,,,,,,,
543,女,43,工人,79500,未婚,文山區,公車,天仁茗茶,45,否,,,,,,,,,,,,
558,女,43,職員,55500,已婚,信義區,公車,五桐號,45,是,,,,,,,,,,,,
560,男,43,自由業,79500,已婚,信義區,捷運,清新福全,55,是,,,,,,,,,,,,
562,女,43,職員,52500,未婚,大安區,騎車,龜記,50,是,,,,,,,,,,,,
614,男,43,職員,64500,已婚,信義區,捷運,清新福全,70,是,,,,,,,,,,,,
643,女,43,職員,78000,未婚,松山區,開車,春水堂,65,是,,,,,,,,,,,,
662,男,43,教師,48000,已婚,中正區,公車,珍煮丹,60,否,,,,,,,,,,,,
724,女,43,金融業,54000,未婚,南港區,公車,珍煮丹,55,否,,,,,,,,,,,,
731,男,43,金融業,71000,已婚,大同區,捷運,50嵐,60,否,,,,,,,,,,,,
773,女,43,律師,36000,未婚,萬華區,捷運,可不可,35,是,,,,,,,,,,,,
780,男,43,業務,70000,已婚,松山區,騎車,春水堂,70,是,,,,,,,,,,,,
782,男,43,傳統市場,64000,未婚,內湖區,公車,清新福全,45,是,,,,,,,,,,,,
790,男,43,職員,79500,已婚,內湖區,公車,珍煮丹,60,是,,,,,,,,,,,,
900,女,43,業務,56000,已婚,信義區,騎車,CoCo都可,70,否,,,,,,,,,,,,
933,男,43,工程師,112000,未婚,大同區,騎車,春水堂,60,是,,,,,,,,,,,,
953,女,43,自由業,44000,已婚,松山區,公車,萬波,45,是,,,,,,,,,,,,
975,男,43,醫生,60500,未婚,文山區,捷運,春水堂,35,是,,,,,,,,,,,,
41,男,44,工程師,62500,已婚,松山區,公車,天仁茗茶,40,是,,,,,,,,,,,,
78,女,44,業務,68000,已婚,萬華區,捷運,約翰紅茶,50,否,,,,,,,,,,,,
173,女,44,職員,71000,已婚,北投區,騎車,CoCo都可,40,否,,,,,,,,,,,,
245,女,44,職員,74000,未婚,中山區,公車,其他,60,否,,,,,,,,,,,,
289,女,44,職員,57000,未婚,北投區,捷運,可不可,70,是,,,,,,,,,,,,
295,男,44,職員,50500,已婚,北投區,公車,春水堂,40,否,,,,,,,,,,,,
306,男,44,金融業,71500,未婚,內湖區,捷運,50嵐,40,否,,,,,,,,,,,,
350,男,44,零售業,57500,未婚,內湖區,捷運,可不可,40,否,,,,,,,,,,,,
448,男,44,職員,73500,已婚,士林區,公車,龜記,55,否,,,,,,,,,,,,
490,女,44,金融業,61500,已婚,北投區,公車,五桐號,55,否,,,,,,,,,,,,
522,男,44,工人,44000,未婚,松山區,公車,可不可,70,否,,,,,,,,,,,,
585,女,44,業務,45000,未婚,內湖區,公車,萬波,50,否,,,,,,,,,,,,
592,男,44,金融業,85000,未婚,信義區,捷運,清新福全,55,否,,,,,,,,,,,,
599,女,44,金融業,58500,已婚,內湖區,公車,龜記,40,否,,,,,,,,,,,,
653,男,44,職員,53000,未婚,信義區,公車,約翰紅茶,50,否,,,,,,,,,,,,
692,女,44,公務員,58500,已婚,中山區,公車,珍煮丹,65,否,,,,,,,,,,,,
747,男,44,金融業,69000,未婚,士林區,公車,50嵐,70,否,,,,,,,,,,,,
749,女,44,公務員,42000,已婚,文山區,公車,其他,70,否,,,,,,,,,,,,
759,女,44,零售業,65500,已婚,北投區,捷運,其他,40,否,,,,,,,,,,,,
808,女,44,職員,52500,已婚,士林區,捷運,天仁茗茶,40,是,,,,,,,,,,,,
876,女,44,工人,62500,已婚,大同區,開車,可不可,60,否,,,,,,,,,,,,
920,女,44,工程師,45000,已婚,南港區,騎車,約翰紅茶,65,否,,,,,,,,,,,,
941,男,44,職員,44000,已婚,南港區,捷運,龜記,50,否,,,,,,,,,,,,
960,男,44,傳統市場,41500,已婚,北投區,公車,天仁茗茶,40,否,,,,,,,,,,,,
977,男,44,傳統市場,74000,未婚,大安區,騎車,其他,50,否,,,,,,,,,,,,
984,男,44,傳統市場,57500,已婚,內湖區,捷運,約翰紅茶,65,否,,,,,,,,,,,,
992,男,44,服務業,75000,未婚,大安區,捷運,約翰紅茶,35,否,,,,,,,,,,,,
11,男,45,傳統市場,69000,未婚,士林區,捷運,其他,45,是,,,,,,,,,,,,
51,男,45,職員,62000,已婚,大安區,開車,50嵐,35,是,,,,,,,,,,,,
77,女,45,職員,28000,已婚,南港區,捷運,春水堂,70,否,,,,,,,,,,,,
93,女,45,工程師,73000,已婚,大安區,公車,龜記,65,否,,,,,,,,,,,,
153,女,45,業務,76000,未婚,松山區,捷運,清新福全,55,否,,,,,,,,,,,,
167,男,45,職員,70000,已婚,萬華區,捷運,清新福全,70,否,,,,,,,,,,,,
284,女,45,醫生,122000,已婚,文山區,捷運,五桐號,60,否,,,,,,,,,,,,
313,女,45,職員,40000,未婚,大同區,公車,龜記,60,是,,,,,,,,,,,,
325,男,45,職員,68000,已婚,北投區,公車,春水堂,45,是,,,,,,,,,,,,
334,女,45,工程師,42500,已婚,信義區,公車,清新福全,45,是,,,,,,,,,,,,
338,女,45,職員,50500,已婚,中正區,捷運,天仁茗茶,55,否,,,,,,,,,,,,
373,男,45,業務,38500,未婚,萬華區,捷運,春水堂,35,否,,,,,,,,,,,,
378,男,45,職員,72000,未婚,文山區,公車,五桐號,70,是,,,,,,,,,,,,
409,男,45,公務員,57500,未婚,中正區,捷運,可不可,60,否,,,,,,,,,,,,
416,女,45,職員,74500,已婚,大同區,捷運,龜記,45,是,,,,,,,,,,,,
465,男,45,職員,51000,未婚,文山區,開車,春水堂,55,否,,,,,,,,,,,,
494,女,45,職員,62500,已婚,大同區,公車,可不可,35,是,,,,,,,,,,,,
504,女,45,業務,87000,未婚,萬華區,捷運,五桐號,65,否,,,,,,,,,,,,
506,男,45,金融業,70500,已婚,信義區,捷運,龜記,40,是,,,,,,,,,,,,
516,男,45,職員,48000,未婚,南港區,捷運,春水堂,45,是,,,,,,,,,,,,
542,女,45,工程師,45500,未婚,大安區,公車,龜記,50,是,,,,,,,,,,,,
629,女,45,金融業,95500,未婚,信義區,開車,萬波,55,否,,,,,,,,,,,,
640,女,45,工程師,88500,已婚,內湖區,公車,春水堂,40,否,,,,,,,,,,,,
645,男,45,職員,56500,未婚,大安區,公車,天仁茗茶,35,是,,,,,,,,,,,,
675,男,45,公務員,68000,已婚,大安區,騎車,其他,70,否,,,,,,,,,,,,
723,男,45,業務,56500,已婚,文山區,騎車,萬波,65,否,,,,,,,,,,,,
735,男,45,工程師,58000,未婚,士林區,捷運,可不可,55,是,,,,,,,,,,,,
740,男,45,職員,62500,未婚,士林區,開車,龜記,65,是,,,,,,,,,,,,
750,男,45,職員,71000,已婚,士林區,公車,萬波,50,否,,,,,,,,,,,,
770,女,45,傳統市場,61000,未婚,士林區,捷運,CoCo都可,55,否,,,,,,,,,,,,
788,男,45,金融業,51500,未婚,大同區,捷運,天仁茗茶,70,是,,,,,,,,,,,,
795,男,45,工程師,31500,已婚,南港區,捷運,CoCo都可,50,否,,,,,,,,,,,,
841,女,45,職員,58000,已婚,松山區,騎車,五桐號,70,否,,,,,,,,,,,,
850,女,45,工程師,46000,未婚,內湖區,捷運,清新福全,45,是,,,,,,,,,,,,
894,男,45,金融業,51000,未婚,內湖區,公車,清新福全,50,否,,,,,,,,,,,,
931,男,45,服務業,64500,已婚,北投區,公車,50嵐,65,否,,,,,,,,,,,,
15,男,46,職員,36500,已婚,文山區,公車,CoCo都可,50,否,,,,,,,,,,,,
16,男,46,傳統市場,76000,未婚,大同區,公車,珍煮丹,50,是,,,,,,,,,,,,
17,男,46,自由業,32000,已婚,信義區,騎車,五桐號,60,是,,,,,,,,,,,,
69,女,46,職員,42000,未婚,信義區,捷運,天仁茗茶,45,否,,,,,,,,,,,,
85,女,46,零售業,82000,已婚,內湖區,捷運,珍煮丹,35,否,,,,,,,,,,,,
117,女,46,教師,69500,已婚,士林區,捷運,萬波,45,是,,,,,,,,,,,,
180,男,46,警察,75000,已婚,信義區,開車,春水堂,50,是,,,,,,,,,,,,
203,女,46,金融業,67000,已婚,文山區,公車,龜記,65,否,,,,,,,,,,,,
271,女,46,服務業,59000,已婚,中山區,公車,五桐號,60,是,,,,,,,,,,,,
303,女,46,職員,76000,已婚,文山區,捷運,五桐號,35,否,,,,,,,,,,,,
331,女,46,職員,71000,已婚,士林區,捷運,天仁茗茶,35,否,,,,,,,,,,,,
354,男,46,金融業,89500,已婚,大安區,騎車,其他,35,否,,,,,,,,,,,,
377,男,46,職員,70500,未婚,文山區,捷運,CoCo都可,40,否,,,,,,,,,,,,
429,男,46,工程師,54000,已婚,中山區,公車,約翰紅茶,35,否,,,,,,,,,,,,
436,男,46,服務業,44500,未婚,士林區,公車,可不可,70,否,,,,,,,,,,,,
459,女,46,零售業,54000,未婚,中正區,公車,CoCo都可,55,是,,,,,,,,,,,,
467,女,46,職員,63500,已婚,信義區,公車,清新福全,65,是,,,,,,,,,,,,
503,女,46,工人,70000,已婚,北投區,騎車,龜記,65,否,,,,,,,,,,,,
568,女,46,職員,62500,已婚,北投區,捷運,其他,40,是,,,,,,,,,,,,
583,女,46,傳統市場,57500,已婚,松山區,騎車,約翰紅茶,55,否,,,,,,,,,,,,
632,男,46,工程師,76500,未婚,中山區,公車,50嵐,40,否,,,,,,,,,,,,
679,女,46,職員,76500,已婚,松山區,騎車,約翰紅茶,70,否,,,,,,,,,,,,
681,女,46,公務員,63500,已婚,信義區,公車,清新福全,45,是,,,,,,,,,,,,
699,女,46,職員,78000,未婚,萬華區,開車,萬波,35,是,,,,,,,,,,,,
700,女,46,業務,41000,未婚,大安區,捷運,清新福全,55,是,,,,,,,,,,,,
819,男,46,自由業,69500,已婚,松山區,騎車,龜記,35,否,,,,,,,,,,,,
821,女,46,業務,55000,未婚,中山區,公車,春水堂,40,是,,,,,,,,,,,,
837,男,46,職員,43500,未婚,大同區,捷運,春水堂,40,是,,,,,,,,,,,,
839,男,46,職員,75500,未婚,大安區,公車,清新福全,70,否,,,,,,,,,,,,
868,男,46,職員,43000,已婚,北投區,公車,清新福全,70,是,,,,,,,,,,,,
869,男,46,職員,62500,已婚,松山區,騎車,約翰紅茶,40,是,,,,,,,,,,,,
971,女,46,業務,32500,已婚,中山區,捷運,可不可,60,否,,,,,,,,,,,,
34,女,47,職員,44000,已婚,文山區,騎車,萬波,65,否,,,,,,,,,,,,
118,女,47,業務,109000,已婚,松山區,騎車,萬波,70,是,,,,,,,,,,,,
150,男,47,職員,41000,已婚,北投區,公車,其他,35,是,,,,,,,,,,,,
185,男,47,職員,77000,已婚,中正區,騎車,CoCo都可,50,是,,,,,,,,,,,,
191,女,47,自由業,33000,未婚,中正區,公車,萬波,55,否,,,,,,,,,,,,
202,女,47,工程師,81000,已婚,南港區,騎車,龜記,50,否,,,,,,,,,,,,
366,女,47,自由業,56500,未婚,信義區,捷運,春水堂,35,否,,,,,,,,,,,,
385,女,47,業務,93000,已婚,萬華區,公車,清新福全,70,是,,,,,,,,,,,,
412,男,47,職員,53500,已婚,大安區,騎車,CoCo都可,45,否,,,,,,,,,,,,
474,男,47,公務員,61000,未婚,中正區,捷運,可不可,55,否,,,,,,,,,,,,
489,女,47,傳統市場,47000,未婚,松山區,騎車,萬波,45,是,,,,,,,,,,,,
541,男,47,職員,53500,已婚,中正區,騎車,珍煮丹,65,是,,,,,,,,,,,,
549,女,47,職員,44500,已婚,大安區,捷運,其他,40,是,,,,,,,,,,,,
706,男,47,職員,60000,已婚,信義區,開車,可不可,55,是,,,,,,,,,,,,
714,男,47,職員,69500,未婚,中山區,公車,約翰紅茶,60,否,,,,,,,,,,,,
